EqupmentIDChar,EquipmentIDNum,EquipmentName,Description,Status,Location
SI,110,Soldering Iron,120V 70W,Available,Primary
SI,111,Soldering Iron,120V 70W,Available,Secondary
SI,112,Soldering Iron,120V 70W,Available,Secondary
SI,113,Soldering Iron,120V 70W,Available,Secondary
SI,114,Soldering Iron,120V 70W,Available,Primary
SI,115,Soldering Iron,120V 70W,Checked Out,Out
SI,116,Soldering Iron,120V 70W,Available,Primary
SI,117,Soldering Iron,120V 70W,Checked Out,Out
SI,118,Soldering Iron,120V 70W,Checked Out,Out
SI,119,Soldering Iron,120V 70W,Available,Primary
SI,120,Soldering Iron,120V 70W,Available,Primary
SI,121,Soldering Iron,120V 70W,Available,Primary
SI,122,Soldering Iron,120V 70W,Checked Out,Out
SI,123,Soldering Iron,120V 70W,Available,Secondary
SI,124,Soldering Iron,120V 70W,Available,Secondary
SI,125,Soldering Iron,120V 70W,Checked Out,Out
SI,126,Soldering Iron,120V 70W,Available,Secondary
SI,127,Soldering Iron,120V 70W,Available,Secondary
SI,128,Soldering Iron,120V 70W,Available,Primary
SI,129,Soldering Iron,120V 70W,Checked Out,Out
SI,130,Soldering Iron,120V 70W,Checked Out,Out
SI,131,Soldering Iron,120V 70W,Checked Out,Out
SI,132,Soldering Iron,120V 70W,Available,Secondary
SI,133,Soldering Iron,120V 70W,Available,Secondary
SI,134,Soldering Iron,120V 70W,Available,Primary
SI,135,Soldering Iron,120V 70W,Available,Primary
SI,136,Soldering Iron,120V 70W,Checked Out,Out
SI,137,Soldering Iron,120V 70W,Checked Out,Out
SI,138,Soldering Iron,120V 70W,Available,Secondary
SI,139,Soldering Iron,120V 70W,Available,Secondary
SI,140,Soldering Iron,120V 70W,Available,Primary
SI,141,Soldering Iron,120V 70W,Available,Primary
SI,142,Soldering Iron,120V 70W,Checked Out,Out
SI,143,Soldering Iron,120V 70W,Checked Out,Out
SI,144,Soldering Iron,120V 70W,Checked Out,Out
SI,145,Soldering Iron,120V 70W,Checked Out,Out
SI,146,Soldering Iron,120V 70W,Checked Out,Out
SI,147,Soldering Iron,120V 70W,Checked Out,Out
SI,148,Soldering Iron,120V 70W,Available,Primary
SI,149,Soldering Iron,120V 70W,Available,Primary
SI,150,Soldering Iron,120V 70W,Checked Out,Out
SI,151,Soldering Iron,120V 70W,Checked Out,Out
SI,152,Soldering Iron,120V 70W,Available,Primary
SI,153,Soldering Iron,120V 70W,Checked Out,Out
SI,154,Soldering Iron,120V 70W,Checked Out,Out
SI,155,Soldering Iron,120V 70W,Checked Out,Out
SI,156,Soldering Iron,120V 70W,Checked Out,Out
SI,157,Soldering Iron,120V 70W,Checked Out,Out
SI,158,Soldering Iron,120V 70W,Available,Primary
SI,159,Soldering Iron,120V 70W,Available,Primary
SI,160,Soldering Iron,120V 70W,Checked Out,Out
SI,161,Soldering Iron,120V 70W,Available,Primary
SI,162,Soldering Iron,120V 70W,Checked Out,Out
SI,163,Soldering Iron,120V 70W,Checked Out,Out
SI,164,Soldering Iron,120V 70W,Available,Secondary
SI,165,Soldering Iron,120V 70W,Available,Secondary
SI,166,Soldering Iron,120V 70W,Available,Secondary
SI,167,Soldering Iron,120V 70W,Available,Primary
SI,168,Soldering Iron,120V 70W,Checked Out,Out
SI,169,Soldering Iron,120V 70W,Checked Out,Out
SI,170,Soldering Iron,120V 70W,Available,Secondary
SI,171,Soldering Iron,120V 70W,Available,Primary
SI,172,Soldering Iron,120V 70W,Available,Secondary
SI,173,Soldering Iron,120V 70W,Available,Primary
SI,174,Soldering Iron,120V 70W,Checked Out,Out
SI,175,Soldering Iron,120V 70W,Available,Secondary
SI,176,Soldering Iron,120V 70W,Checked Out,Out
SI,177,Soldering Iron,120V 70W,Available,Secondary
SI,178,Soldering Iron,120V 70W,Checked Out,Out
SI,179,Soldering Iron,120V 70W,Available,Primary
SI,180,Soldering Iron,120V 70W,Checked Out,Out
SI,181,Soldering Iron,120V 70W,Available,Primary
SI,182,Soldering Iron,120V 70W,Checked Out,Out
SI,183,Soldering Iron,120V 70W,Checked Out,Out
SI,184,Soldering Iron,120V 70W,Available,Primary
SI,185,Soldering Iron,120V 70W,Available,Primary
SI,186,Soldering Iron,120V 70W,Checked Out,Out
SI,187,Soldering Iron,120V 70W,Checked Out,Out
SI,188,Soldering Iron,120V 70W,Available,Primary
SI,189,Soldering Iron,120V 70W,Checked Out,Out
SI,190,Soldering Iron,120V 70W,Available,Primary
SI,191,Soldering Iron,120V 70W,Checked Out,Out
SI,192,Soldering Iron,120V 70W,Available,Secondary
SI,193,Soldering Iron,120V 70W,Available,Primary
SI,194,Soldering Iron,120V 70W,Available,Primary
SI,195,Soldering Iron,120V 70W,Checked Out,Out
SI,196,Soldering Iron,120V 70W,Available,Secondary
SI,197,Soldering Iron,120V 70W,Checked Out,Out
SI,198,Soldering Iron,120V 70W,Available,Primary
SI,199,Soldering Iron,120V 70W,Checked Out,Out
SI,200,Soldering Iron,120V 70W,Available,Primary
SI,201,Soldering Iron,120V 70W,Checked Out,Out
SI,202,Soldering Iron,120V 70W,Checked Out,Out
SI,203,Soldering Iron,120V 70W,Available,Primary
SI,204,Soldering Iron,120V 70W,Checked Out,Out
SI,205,Soldering Iron,120V 70W,Checked Out,Out
SI,206,Soldering Iron,120V 70W,Available,Secondary
SI,207,Soldering Iron,120V 70W,Available,Primary
SI,208,Soldering Iron,120V 70W,Available,Secondary
SI,209,Soldering Iron,120V 70W,Available,Secondary
SI,210,Soldering Iron,120V 70W,Available,Primary
SI,211,Soldering Iron,120V 70W,Available,Secondary
SI,212,Soldering Iron,120V 70W,Checked Out,Out
SI,213,Soldering Iron,120V 70W,Checked Out,Out
SI,214,Soldering Iron,120V 70W,Checked Out,Out
SI,215,Soldering Iron,120V 70W,Available,Primary
SI,216,Soldering Iron,120V 70W,Checked Out,Out
SI,217,Soldering Iron,120V 70W,Checked Out,Out
SI,218,Soldering Iron,120V 70W,Available,Secondary
SI,219,Soldering Iron,120V 70W,Available,Secondary
SI,220,Soldering Iron,120V 70W,Available,Primary
SI,221,Soldering Iron,120V 70W,Checked Out,Out
SI,222,Soldering Iron,120V 70W,Checked Out,Out
SI,223,Soldering Iron,120V 70W,Available,Primary
SI,224,Soldering Iron,120V 70W,Checked Out,Out
SI,225,Soldering Iron,120V 70W,Checked Out,Out
SI,226,Soldering Iron,120V 70W,Available,Primary
SI,227,Soldering Iron,120V 70W,Checked Out,Out
SI,228,Soldering Iron,120V 70W,Checked Out,Out
SI,229,Soldering Iron,120V 70W,Available,Primary
SI,230,Soldering Iron,120V 70W,Available,Secondary
SI,231,Soldering Iron,120V 70W,Available,Secondary
SI,232,Soldering Iron,120V 70W,Checked Out,Out
SI,233,Soldering Iron,120V 70W,Checked Out,Out
SI,234,Soldering Iron,120V 70W,Checked Out,Out
SI,235,Soldering Iron,120V 70W,Checked Out,Out
SI,236,Soldering Iron,120V 70W,Checked Out,Out
SI,237,Soldering Iron,120V 70W,Available,Secondary
SI,238,Soldering Iron,120V 70W,Checked Out,Out
SI,239,Soldering Iron,120V 70W,Available,Secondary
SI,240,Soldering Iron,120V 70W,Checked Out,Out
SI,241,Soldering Iron,120V 70W,Checked Out,Out
SI,242,Soldering Iron,120V 70W,Available,Secondary
SI,243,Soldering Iron,120V 70W,Available,Secondary
SI,244,Soldering Iron,120V 70W,Available,Secondary
SI,245,Soldering Iron,120V 70W,Available,Secondary
SI,246,Soldering Iron,120V 70W,Available,Secondary
SI,247,Soldering Iron,120V 70W,Checked Out,Out
SI,248,Soldering Iron,120V 70W,Checked Out,Out
SI,249,Soldering Iron,120V 70W,Available,Primary
SI,250,Soldering Iron,120V 70W,Available,Secondary
SI,251,Soldering Iron,120V 70W,Checked Out,Out
SI,252,Soldering Iron,120V 70W,Checked Out,Out
SI,253,Soldering Iron,120V 70W,Available,Primary
SI,254,Soldering Iron,120V 70W,Checked Out,Out
SI,255,Soldering Iron,120V 70W,Checked Out,Out
SI,256,Soldering Iron,120V 70W,Available,Primary
SI,257,Soldering Iron,120V 70W,Checked Out,Out
SI,258,Soldering Iron,120V 70W,Available,Primary
SI,259,Soldering Iron,120V 70W,Available,Primary
SI,260,Soldering Iron,120V 70W,Checked Out,Out
SI,261,Soldering Iron,120V 70W,Available,Primary
SI,262,Soldering Iron,120V 70W,Available,Primary
SI,263,Soldering Iron,120V 70W,Available,Primary
SI,264,Soldering Iron,120V 70W,Checked Out,Out
SI,265,Soldering Iron,120V 70W,Checked Out,Out
SI,266,Soldering Iron,120V 70W,Checked Out,Out
SI,267,Soldering Iron,120V 70W,Checked Out,Out
SI,268,Soldering Iron,120V 70W,Available,Secondary
SI,269,Soldering Iron,120V 70W,Available,Primary
SI,270,Soldering Iron,120V 70W,Available,Primary
SI,271,Soldering Iron,120V 70W,Checked Out,Out
SI,272,Soldering Iron,120V 70W,Checked Out,Out
SI,273,Soldering Iron,120V 70W,Available,Secondary
SI,274,Soldering Iron,120V 70W,Checked Out,Out
SI,275,Soldering Iron,120V 70W,Checked Out,Out
SI,276,Soldering Iron,120V 70W,Available,Primary
SI,277,Soldering Iron,120V 70W,Available,Primary
SI,278,Soldering Iron,120V 70W,Available,Secondary
SI,279,Soldering Iron,120V 70W,Checked Out,Out
SI,280,Soldering Iron,120V 70W,Available,Primary
SI,281,Soldering Iron,120V 70W,Available,Primary
SI,282,Soldering Iron,120V 70W,Checked Out,Out
SI,283,Soldering Iron,120V 70W,Checked Out,Out
SI,284,Soldering Iron,120V 70W,Checked Out,Out
SI,285,Soldering Iron,120V 70W,Checked Out,Out
SI,286,Soldering Iron,120V 70W,Checked Out,Out
SI,287,Soldering Iron,120V 70W,Checked Out,Out
SI,288,Soldering Iron,120V 70W,Available,Primary
SI,289,Soldering Iron,120V 70W,Available,Primary
SI,290,Soldering Iron,120V 70W,Available,Primary
SI,291,Soldering Iron,120V 70W,Checked Out,Out
SI,292,Soldering Iron,120V 70W,Checked Out,Out
SI,293,Soldering Iron,120V 70W,Checked Out,Out
SI,294,Soldering Iron,120V 70W,Checked Out,Out
SI,295,Soldering Iron,120V 70W,Available,Secondary
SI,296,Soldering Iron,120V 70W,Available,Secondary
SI,297,Soldering Iron,120V 70W,Available,Primary
SI,298,Soldering Iron,120V 70W,Available,Secondary
SI,299,Soldering Iron,120V 70W,Checked Out,Out
SI,300,Soldering Iron,120V 70W,Checked Out,Out
SI,301,Soldering Iron,120V 70W,Available,Secondary
SI,302,Soldering Iron,120V 70W,Checked Out,Out
SI,303,Soldering Iron,120V 70W,Checked Out,Out
SI,304,Soldering Iron,120V 70W,Available,Primary
SI,305,Soldering Iron,120V 70W,Available,Secondary
SI,306,Soldering Iron,120V 70W,Available,Secondary
SI,307,Soldering Iron,120V 70W,Available,Secondary
SI,308,Soldering Iron,120V 70W,Available,Primary
SI,309,Soldering Iron,120V 70W,Checked Out,Out
SI,310,Soldering Iron,120V 70W,Checked Out,Out
SI,311,Soldering Iron,120V 70W,Available,Primary
SI,312,Soldering Iron,120V 70W,Available,Secondary
SI,313,Soldering Iron,120V 70W,Available,Secondary
SI,314,Soldering Iron,120V 70W,Checked Out,Out
SI,315,Soldering Iron,120V 70W,Available,Primary
SI,316,Soldering Iron,120V 70W,Available,Secondary
SI,317,Soldering Iron,120V 70W,Available,Secondary
SI,318,Soldering Iron,120V 70W,Available,Primary
SI,319,Soldering Iron,120V 70W,Available,Primary
SI,320,Soldering Iron,120V 70W,Available,Secondary
SI,321,Soldering Iron,120V 70W,Available,Primary
SI,322,Soldering Iron,120V 70W,Checked Out,Out
SI,323,Soldering Iron,120V 70W,Checked Out,Out
SI,324,Soldering Iron,120V 70W,Checked Out,Out
SI,325,Soldering Iron,120V 70W,Available,Secondary
SI,326,Soldering Iron,120V 70W,Available,Primary
SI,327,Soldering Iron,120V 70W,Available,Primary
SI,328,Soldering Iron,120V 70W,Checked Out,Out
SI,329,Soldering Iron,120V 70W,Checked Out,Out
SI,330,Soldering Iron,120V 70W,Checked Out,Out
SI,331,Soldering Iron,120V 70W,Available,Secondary
SI,332,Soldering Iron,120V 70W,Available,Primary
SI,333,Soldering Iron,120V 70W,Checked Out,Out
SI,334,Soldering Iron,120V 70W,Available,Secondary
SI,335,Soldering Iron,120V 70W,Checked Out,Out
SI,336,Soldering Iron,120V 70W,Available,Secondary
SI,337,Soldering Iron,120V 70W,Available,Primary
SI,338,Soldering Iron,120V 70W,Available,Primary
SI,339,Soldering Iron,120V 70W,Available,Secondary
SI,340,Soldering Iron,120V 70W,Checked Out,Out
SI,341,Soldering Iron,120V 70W,Checked Out,Out
SI,342,Soldering Iron,120V 70W,Checked Out,Out
SI,343,Soldering Iron,120V 70W,Checked Out,Out
SI,344,Soldering Iron,120V 70W,Available,Primary
SI,345,Soldering Iron,120V 70W,Checked Out,Out
SI,346,Soldering Iron,120V 70W,Checked Out,Out
SI,347,Soldering Iron,120V 70W,Available,Primary
SI,348,Soldering Iron,120V 70W,Available,Secondary
SI,349,Soldering Iron,120V 70W,Checked Out,Out
SI,350,Soldering Iron,120V 70W,Available,Secondary
SI,351,Soldering Iron,120V 70W,Checked Out,Out
SI,352,Soldering Iron,120V 70W,Checked Out,Out
SI,353,Soldering Iron,120V 70W,Available,Primary
SI,354,Soldering Iron,120V 70W,Available,Primary
SI,355,Soldering Iron,120V 70W,Available,Secondary
SI,356,Soldering Iron,120V 70W,Checked Out,Out
SI,357,Soldering Iron,120V 70W,Available,Primary
SI,358,Soldering Iron,120V 70W,Checked Out,Out
SI,359,Soldering Iron,120V 70W,Available,Secondary
SI,360,Soldering Iron,120V 70W,Available,Primary
SI,361,Soldering Iron,120V 70W,Checked Out,Out
SI,362,Soldering Iron,120V 70W,Available,Primary
SI,363,Soldering Iron,120V 70W,Available,Primary
SI,364,Soldering Iron,120V 70W,Checked Out,Out
SI,365,Soldering Iron,120V 70W,Checked Out,Out
SI,366,Soldering Iron,120V 70W,Checked Out,Out
SI,367,Soldering Iron,120V 70W,Available,Secondary
SI,368,Soldering Iron,120V 70W,Checked Out,Out
SI,369,Soldering Iron,120V 70W,Available,Secondary
SI,370,Soldering Iron,120V 70W,Available,Primary
SI,371,Soldering Iron,120V 70W,Checked Out,Out
SI,372,Soldering Iron,120V 70W,Available,Secondary
SI,373,Soldering Iron,120V 70W,Available,Secondary
SI,374,Soldering Iron,120V 70W,Checked Out,Out
SI,375,Soldering Iron,120V 70W,Checked Out,Out
SI,376,Soldering Iron,120V 70W,Checked Out,Out
SI,377,Soldering Iron,120V 70W,Available,Secondary
SI,378,Soldering Iron,120V 70W,Available,Primary
SI,379,Soldering Iron,120V 70W,Checked Out,Out
SI,380,Soldering Iron,120V 70W,Available,Secondary
SI,381,Soldering Iron,120V 70W,Available,Primary
SI,382,Soldering Iron,120V 70W,Available,Secondary
SI,383,Soldering Iron,120V 70W,Available,Primary
SI,384,Soldering Iron,120V 70W,Available,Primary
SI,385,Soldering Iron,120V 70W,Checked Out,Out
SI,386,Soldering Iron,120V 70W,Checked Out,Out
SI,387,Soldering Iron,120V 70W,Checked Out,Out
SI,388,Soldering Iron,120V 70W,Available,Secondary
SI,389,Soldering Iron,120V 70W,Available,Secondary
SI,390,Soldering Iron,120V 70W,Checked Out,Out
SI,391,Soldering Iron,120V 70W,Checked Out,Out
SI,392,Soldering Iron,120V 70W,Checked Out,Out
SI,393,Soldering Iron,120V 70W,Checked Out,Out
SI,394,Soldering Iron,120V 70W,Checked Out,Out
SI,395,Soldering Iron,120V 70W,Checked Out,Out
SI,396,Soldering Iron,120V 70W,Checked Out,Out
SI,397,Soldering Iron,120V 70W,Checked Out,Out
SI,398,Soldering Iron,120V 70W,Available,Secondary
SI,399,Soldering Iron,120V 70W,Checked Out,Out
SI,400,Soldering Iron,120V 70W,Checked Out,Out
SI,401,Soldering Iron,120V 70W,Available,Secondary
SI,402,Soldering Iron,120V 70W,Checked Out,Out
SI,403,Soldering Iron,120V 70W,Checked Out,Out
SI,404,Soldering Iron,120V 70W,Available,Primary
SI,405,Soldering Iron,120V 70W,Checked Out,Out
SI,406,Soldering Iron,120V 70W,Checked Out,Out
SI,407,Soldering Iron,120V 70W,Available,Secondary
SI,408,Soldering Iron,120V 70W,Available,Primary
SI,409,Soldering Iron,120V 70W,Checked Out,Out
SI,410,Soldering Iron,120V 70W,Checked Out,Out
SI,411,Soldering Iron,120V 70W,Available,Secondary
SI,412,Soldering Iron,120V 70W,Checked Out,Out
SI,413,Soldering Iron,120V 70W,Checked Out,Out
SI,414,Soldering Iron,120V 70W,Checked Out,Out
SI,415,Soldering Iron,120V 70W,Checked Out,Out
SI,416,Soldering Iron,120V 70W,Available,Primary
SI,417,Soldering Iron,120V 70W,Available,Secondary
SI,418,Soldering Iron,120V 70W,Checked Out,Out
SI,419,Soldering Iron,120V 70W,Checked Out,Out
SI,420,Soldering Iron,120V 70W,Checked Out,Out
SI,421,Soldering Iron,120V 70W,Available,Secondary
SI,422,Soldering Iron,120V 70W,Checked Out,Out
SI,423,Soldering Iron,120V 70W,Checked Out,Out
SI,424,Soldering Iron,120V 70W,Available,Primary
SI,425,Soldering Iron,120V 70W,Available,Primary
SI,426,Soldering Iron,120V 70W,Checked Out,Out
SI,427,Soldering Iron,120V 70W,Checked Out,Out
SI,428,Soldering Iron,120V 70W,Available,Secondary
SI,429,Soldering Iron,120V 70W,Available,Secondary
SI,430,Soldering Iron,120V 70W,Available,Secondary
SI,431,Soldering Iron,120V 70W,Available,Primary
SI,432,Soldering Iron,120V 70W,Checked Out,Out
SI,433,Soldering Iron,120V 70W,Available,Primary
SI,434,Soldering Iron,120V 70W,Available,Primary
SI,435,Soldering Iron,120V 70W,Checked Out,Out
SI,436,Soldering Iron,120V 70W,Checked Out,Out
SI,437,Soldering Iron,120V 70W,Available,Secondary
SI,438,Soldering Iron,120V 70W,Available,Primary
SI,439,Soldering Iron,120V 70W,Available,Secondary
SI,440,Soldering Iron,120V 70W,Available,Primary
SI,441,Soldering Iron,120V 70W,Available,Secondary
SI,442,Soldering Iron,120V 70W,Available,Primary
SI,443,Soldering Iron,120V 70W,Checked Out,Out
SI,444,Soldering Iron,120V 70W,Available,Secondary
SI,445,Soldering Iron,120V 70W,Checked Out,Out
SI,446,Soldering Iron,120V 70W,Checked Out,Out
SI,447,Soldering Iron,120V 70W,Checked Out,Out
SI,448,Soldering Iron,120V 70W,Checked Out,Out
SI,449,Soldering Iron,120V 70W,Available,Secondary
SI,450,Soldering Iron,120V 70W,Available,Primary
SI,451,Soldering Iron,120V 70W,Checked Out,Out
SI,452,Soldering Iron,120V 70W,Checked Out,Out
SI,453,Soldering Iron,120V 70W,Checked Out,Out
SI,454,Soldering Iron,120V 70W,Available,Secondary
SI,455,Soldering Iron,120V 70W,Checked Out,Out
SI,456,Soldering Iron,120V 70W,Available,Secondary
SI,457,Soldering Iron,120V 70W,Available,Secondary
SI,458,Soldering Iron,120V 70W,Available,Secondary
SI,459,Soldering Iron,120V 70W,Available,Primary
SI,460,Soldering Iron,120V 70W,Checked Out,Out
SI,461,Soldering Iron,120V 70W,Available,Secondary
SI,462,Soldering Iron,120V 70W,Available,Secondary
SI,463,Soldering Iron,120V 70W,Checked Out,Out
SI,464,Soldering Iron,120V 70W,Checked Out,Out
SI,465,Soldering Iron,120V 70W,Checked Out,Out
SI,466,Soldering Iron,120V 70W,Available,Primary
SI,467,Soldering Iron,120V 70W,Checked Out,Out
SI,468,Soldering Iron,120V 70W,Checked Out,Out
SI,469,Soldering Iron,120V 70W,Available,Secondary
SI,470,Soldering Iron,120V 70W,Available,Primary
SI,471,Soldering Iron,120V 70W,Available,Primary
SI,472,Soldering Iron,120V 70W,Checked Out,Out
SI,473,Soldering Iron,120V 70W,Checked Out,Out
SI,474,Soldering Iron,120V 70W,Available,Primary
SI,475,Soldering Iron,120V 70W,Checked Out,Out
SI,476,Soldering Iron,120V 70W,Available,Primary
SI,477,Soldering Iron,120V 70W,Checked Out,Out
SI,478,Soldering Iron,120V 70W,Checked Out,Out
SI,479,Soldering Iron,120V 70W,Available,Secondary
SI,480,Soldering Iron,120V 70W,Checked Out,Out
SI,481,Soldering Iron,120V 70W,Available,Primary
SI,482,Soldering Iron,120V 70W,Available,Primary
SI,483,Soldering Iron,120V 70W,Available,Primary
SI,484,Soldering Iron,120V 70W,Available,Primary
SI,485,Soldering Iron,120V 70W,Available,Secondary
SI,486,Soldering Iron,120V 70W,Checked Out,Out
SI,487,Soldering Iron,120V 70W,Checked Out,Out
SI,488,Soldering Iron,120V 70W,Checked Out,Out
SI,489,Soldering Iron,120V 70W,Checked Out,Out
SI,490,Soldering Iron,120V 70W,Checked Out,Out
SI,491,Soldering Iron,120V 70W,Checked Out,Out
SI,492,Soldering Iron,120V 70W,Checked Out,Out
SI,493,Soldering Iron,120V 70W,Available,Secondary
SI,494,Soldering Iron,120V 70W,Available,Secondary
SI,495,Soldering Iron,120V 70W,Available,Secondary
SI,496,Soldering Iron,120V 70W,Available,Primary
SI,497,Soldering Iron,120V 70W,Checked Out,Out
SI,498,Soldering Iron,120V 70W,Checked Out,Out
SI,499,Soldering Iron,120V 70W,Checked Out,Out
SI,500,Soldering Iron,120V 70W,Available,Secondary
SI,501,Soldering Iron,120V 70W,Available,Primary
MTM,002,Multimeter,Fluke,Available,Primary
MTM,003,Multimeter,Fluke,Checked Out,Out
MTM,004,Multimeter,Fluke,Available,Secondary
MTM,005,Multimeter,Fluke,Checked Out,Out
MTM,006,Multimeter,Fluke,Checked Out,Out
MTM,007,Multimeter,Fluke,Checked Out,Out
MTM,008,Multimeter,Fluke,Checked Out,Out
MTM,009,Multimeter,Fluke,Checked Out,Out
MTM,010,Multimeter,Fluke,Checked Out,Out
MTM,011,Multimeter,Fluke,Available,Primary
MTM,012,Multimeter,Fluke,Available,Primary
MTM,013,Multimeter,Fluke,Checked Out,Out
MTM,014,Multimeter,Fluke,Available,Primary
MTM,015,Multimeter,Fluke,Available,Secondary
MTM,016,Multimeter,Fluke,Checked Out,Out
MTM,017,Multimeter,Fluke,Available,Primary
MTM,018,Multimeter,Fluke,Checked Out,Out
MTM,019,Multimeter,Fluke,Available,Primary
MTM,020,Multimeter,Fluke,Checked Out,Out
MTM,021,Multimeter,Fluke,Available,Secondary
MTM,022,Multimeter,Fluke,Available,Secondary
MTM,023,Multimeter,Fluke,Checked Out,Out
MTM,024,Multimeter,Fluke,Checked Out,Out
MTM,025,Multimeter,Fluke,Available,Primary
MTM,026,Multimeter,Fluke,Checked Out,Out
MTM,027,Multimeter,Fluke,Available,Primary
MTM,028,Multimeter,Fluke,Checked Out,Out
MTM,029,Multimeter,Fluke,Available,Secondary
MTM,030,Multimeter,Fluke,Checked Out,Out
MTM,031,Multimeter,Fluke,Available,Secondary
MTM,032,Multimeter,Fluke,Checked Out,Out
MTM,033,Multimeter,Fluke,Checked Out,Out
MTM,034,Multimeter,Fluke,Checked Out,Out
MTM,035,Multimeter,Fluke,Checked Out,Out
MTM,036,Multimeter,Fluke,Checked Out,Out
MTM,037,Multimeter,Fluke,Available,Secondary
MTM,038,Multimeter,Fluke,Available,Primary
MTM,039,Multimeter,Fluke,Checked Out,Out
MTM,040,Multimeter,Fluke,Available,Secondary
MTM,041,Multimeter,Fluke,Available,Primary
MTM,042,Multimeter,Fluke,Available,Secondary
MTM,043,Multimeter,Fluke,Checked Out,Out
MTM,044,Multimeter,Fluke,Available,Secondary
MTM,045,Multimeter,Fluke,Available,Secondary
MTM,046,Multimeter,Fluke,Available,Secondary
MTM,047,Multimeter,Fluke,Available,Primary
MTM,048,Multimeter,Fluke,Available,Secondary
