EquipmentIDChar,EquipmentIDNum,EquipmentName,Description,Status,Location
SI,SI066,Soldering Iron,120V 70W,Checked Out,Out
SI,SI067,Soldering Iron,120V 70W,Checked Out,Out
SI,SI068,Soldering Iron,120V 70W,Checked Out,Out
SI,SI069,Soldering Iron,120V 70W,Available,Primary
SI,SI070,Soldering Iron,120V 70W,Checked Out,Out
SI,SI071,Soldering Iron,120V 70W,Available,Primary
SI,SI072,Soldering Iron,120V 70W,Available,Secondary
SI,SI073,Soldering Iron,120V 70W,Available,Primary
SI,SI074,Soldering Iron,120V 70W,Checked Out,Out
SI,SI075,Soldering Iron,120V 70W,Available,Primary
SI,SI076,Soldering Iron,120V 70W,Available,Primary
SI,SI077,Soldering Iron,120V 70W,Checked Out,Out
SI,SI078,Soldering Iron,120V 70W,Checked Out,Out
SI,SI079,Soldering Iron,120V 70W,Available,Primary
SI,SI080,Soldering Iron,120V 70W,Checked Out,Out
SI,SI081,Soldering Iron,120V 70W,Checked Out,Out
SI,SI082,Soldering Iron,120V 70W,Available,Secondary
SI,SI083,Soldering Iron,120V 70W,Checked Out,Out
SI,SI084,Soldering Iron,120V 70W,Checked Out,Out
SI,SI085,Soldering Iron,120V 70W,Available,Secondary
SI,SI086,Soldering Iron,120V 70W,Available,Secondary
SI,SI087,Soldering Iron,120V 70W,Available,Primary
SI,SI088,Soldering Iron,120V 70W,Checked Out,Out
SI,SI089,Soldering Iron,120V 70W,Available,Primary
SI,SI090,Soldering Iron,120V 70W,Available,Primary
SI,SI091,Soldering Iron,120V 70W,Checked Out,Out
SI,SI092,Soldering Iron,120V 70W,Checked Out,Out
SI,SI093,Soldering Iron,120V 70W,Available,Primary
SI,SI094,Soldering Iron,120V 70W,Available,Primary
SI,SI095,Soldering Iron,120V 70W,Checked Out,Out
SI,SI096,Soldering Iron,120V 70W,Available,Secondary
SI,SI097,Soldering Iron,120V 70W,Available,Secondary
SI,SI098,Soldering Iron,120V 70W,Available,Primary
SI,SI099,Soldering Iron,120V 70W,Available,Primary
SI,SI100,Soldering Iron,120V 70W,Checked Out,Out
SI,SI101,Soldering Iron,120V 70W,Available,Primary
SI,SI102,Soldering Iron,120V 70W,Checked Out,Out
SI,SI103,Soldering Iron,120V 70W,Available,Primary
SI,SI104,Soldering Iron,120V 70W,Available,Primary
SI,SI105,Soldering Iron,120V 70W,Checked Out,Out
SI,SI106,Soldering Iron,120V 70W,Available,Secondary
SI,SI107,Soldering Iron,120V 70W,Available,Secondary
SI,SI108,Soldering Iron,120V 70W,Available,Secondary
SI,SI109,Soldering Iron,120V 70W,Checked Out,Out
SI,SI110,Soldering Iron,120V 70W,Checked Out,Out
SI,SI111,Soldering Iron,120V 70W,Checked Out,Out
SI,SI112,Soldering Iron,120V 70W,Available,Secondary
SI,SI113,Soldering Iron,120V 70W,Checked Out,Out
SI,SI114,Soldering Iron,120V 70W,Available,Secondary
SI,SI115,Soldering Iron,120V 70W,Available,Primary
SI,SI116,Soldering Iron,120V 70W,Checked Out,Out
SI,SI117,Soldering Iron,120V 70W,Checked Out,Out
SI,SI118,Soldering Iron,120V 70W,Available,Primary
SI,SI119,Soldering Iron,120V 70W,Checked Out,Out
SI,SI120,Soldering Iron,120V 70W,Checked Out,Out
SI,SI121,Soldering Iron,120V 70W,Checked Out,Out
SI,SI122,Soldering Iron,120V 70W,Checked Out,Out
SI,SI123,Soldering Iron,120V 70W,Checked Out,Out
SI,SI124,Soldering Iron,120V 70W,Checked Out,Out
SI,SI125,Soldering Iron,120V 70W,Checked Out,Out
SI,SI126,Soldering Iron,120V 70W,Checked Out,Out
SI,SI127,Soldering Iron,120V 70W,Checked Out,Out
SI,SI128,Soldering Iron,120V 70W,Available,Secondary
SI,SI129,Soldering Iron,120V 70W,Available,Secondary
SI,SI130,Soldering Iron,120V 70W,Checked Out,Out
SI,SI131,Soldering Iron,120V 70W,Available,Secondary
SI,SI132,Soldering Iron,120V 70W,Checked Out,Out
SI,SI133,Soldering Iron,120V 70W,Checked Out,Out
SI,SI134,Soldering Iron,120V 70W,Available,Primary
SI,SI135,Soldering Iron,120V 70W,Checked Out,Out
SI,SI136,Soldering Iron,120V 70W,Available,Primary
SI,SI137,Soldering Iron,120V 70W,Checked Out,Out
SI,SI138,Soldering Iron,120V 70W,Available,Secondary
SI,SI139,Soldering Iron,120V 70W,Checked Out,Out
SI,SI140,Soldering Iron,120V 70W,Available,Primary
SI,SI141,Soldering Iron,120V 70W,Checked Out,Out
SI,SI142,Soldering Iron,120V 70W,Checked Out,Out
SI,SI143,Soldering Iron,120V 70W,Checked Out,Out
SI,SI144,Soldering Iron,120V 70W,Checked Out,Out
SI,SI145,Soldering Iron,120V 70W,Available,Secondary
SI,SI146,Soldering Iron,120V 70W,Available,Primary
SI,SI147,Soldering Iron,120V 70W,Available,Secondary
SI,SI148,Soldering Iron,120V 70W,Checked Out,Out
SI,SI149,Soldering Iron,120V 70W,Checked Out,Out
SI,SI150,Soldering Iron,120V 70W,Available,Secondary
SI,SI151,Soldering Iron,120V 70W,Available,Secondary
SI,SI152,Soldering Iron,120V 70W,Checked Out,Out
SI,SI153,Soldering Iron,120V 70W,Checked Out,Out
SI,SI154,Soldering Iron,120V 70W,Checked Out,Out
SI,SI155,Soldering Iron,120V 70W,Available,Primary
SI,SI156,Soldering Iron,120V 70W,Available,Primary
SI,SI157,Soldering Iron,120V 70W,Checked Out,Out
SI,SI158,Soldering Iron,120V 70W,Checked Out,Out
SI,SI159,Soldering Iron,120V 70W,Checked Out,Out
SI,SI160,Soldering Iron,120V 70W,Checked Out,Out
SI,SI161,Soldering Iron,120V 70W,Checked Out,Out
SI,SI162,Soldering Iron,120V 70W,Available,Primary
SI,SI163,Soldering Iron,120V 70W,Available,Secondary
SI,SI164,Soldering Iron,120V 70W,Checked Out,Out
SI,SI165,Soldering Iron,120V 70W,Checked Out,Out
SI,SI166,Soldering Iron,120V 70W,Checked Out,Out
SI,SI167,Soldering Iron,120V 70W,Available,Primary
SI,SI168,Soldering Iron,120V 70W,Checked Out,Out
SI,SI169,Soldering Iron,120V 70W,Available,Secondary
SI,SI170,Soldering Iron,120V 70W,Checked Out,Out
SI,SI171,Soldering Iron,120V 70W,Available,Secondary
SI,SI172,Soldering Iron,120V 70W,Available,Secondary
SI,SI173,Soldering Iron,120V 70W,Available,Secondary
SI,SI174,Soldering Iron,120V 70W,Available,Secondary
SI,SI175,Soldering Iron,120V 70W,Available,Secondary
SI,SI176,Soldering Iron,120V 70W,Available,Primary
SI,SI177,Soldering Iron,120V 70W,Available,Primary
SI,SI178,Soldering Iron,120V 70W,Checked Out,Out
SI,SI179,Soldering Iron,120V 70W,Checked Out,Out
SI,SI180,Soldering Iron,120V 70W,Available,Primary
SI,SI181,Soldering Iron,120V 70W,Checked Out,Out
SI,SI182,Soldering Iron,120V 70W,Checked Out,Out
SI,SI183,Soldering Iron,120V 70W,Available,Secondary
SI,SI184,Soldering Iron,120V 70W,Available,Secondary
SI,SI185,Soldering Iron,120V 70W,Checked Out,Out
SI,SI186,Soldering Iron,120V 70W,Available,Primary
SI,SI187,Soldering Iron,120V 70W,Available,Secondary
SI,SI188,Soldering Iron,120V 70W,Checked Out,Out
SI,SI189,Soldering Iron,120V 70W,Available,Secondary
SI,SI190,Soldering Iron,120V 70W,Checked Out,Out
SI,SI191,Soldering Iron,120V 70W,Checked Out,Out
SI,SI192,Soldering Iron,120V 70W,Available,Primary
SI,SI193,Soldering Iron,120V 70W,Available,Primary
SI,SI194,Soldering Iron,120V 70W,Available,Primary
SI,SI195,Soldering Iron,120V 70W,Checked Out,Out
SI,SI196,Soldering Iron,120V 70W,Checked Out,Out
SI,SI197,Soldering Iron,120V 70W,Checked Out,Out
SI,SI198,Soldering Iron,120V 70W,Checked Out,Out
SI,SI199,Soldering Iron,120V 70W,Checked Out,Out
SI,SI200,Soldering Iron,120V 70W,Available,Primary
SI,SI201,Soldering Iron,120V 70W,Available,Secondary
SI,SI202,Soldering Iron,120V 70W,Checked Out,Out
SI,SI203,Soldering Iron,120V 70W,Checked Out,Out
SI,SI204,Soldering Iron,120V 70W,Available,Primary
SI,SI205,Soldering Iron,120V 70W,Checked Out,Out
SI,SI206,Soldering Iron,120V 70W,Available,Primary
SI,SI207,Soldering Iron,120V 70W,Checked Out,Out
SI,SI208,Soldering Iron,120V 70W,Checked Out,Out
SI,SI209,Soldering Iron,120V 70W,Checked Out,Out
SI,SI210,Soldering Iron,120V 70W,Checked Out,Out
SI,SI211,Soldering Iron,120V 70W,Available,Secondary
SI,SI212,Soldering Iron,120V 70W,Available,Secondary
SI,SI213,Soldering Iron,120V 70W,Available,Secondary
SI,SI214,Soldering Iron,120V 70W,Available,Secondary
SI,SI215,Soldering Iron,120V 70W,Available,Primary
SI,SI216,Soldering Iron,120V 70W,Checked Out,Out
SI,SI217,Soldering Iron,120V 70W,Checked Out,Out
SI,SI218,Soldering Iron,120V 70W,Available,Primary
SI,SI219,Soldering Iron,120V 70W,Checked Out,Out
SI,SI220,Soldering Iron,120V 70W,Checked Out,Out
SI,SI221,Soldering Iron,120V 70W,Available,Primary
SI,SI222,Soldering Iron,120V 70W,Available,Primary
SI,SI223,Soldering Iron,120V 70W,Available,Secondary
SI,SI224,Soldering Iron,120V 70W,Available,Primary
SI,SI225,Soldering Iron,120V 70W,Checked Out,Out
SI,SI226,Soldering Iron,120V 70W,Checked Out,Out
SI,SI227,Soldering Iron,120V 70W,Checked Out,Out
SI,SI228,Soldering Iron,120V 70W,Available,Primary
SI,SI229,Soldering Iron,120V 70W,Checked Out,Out
SI,SI230,Soldering Iron,120V 70W,Checked Out,Out
SI,SI231,Soldering Iron,120V 70W,Available,Secondary
SI,SI232,Soldering Iron,120V 70W,Available,Primary
SI,SI233,Soldering Iron,120V 70W,Available,Primary
SI,SI234,Soldering Iron,120V 70W,Available,Primary
SI,SI235,Soldering Iron,120V 70W,Available,Primary
SI,SI236,Soldering Iron,120V 70W,Available,Secondary
SI,SI237,Soldering Iron,120V 70W,Available,Primary
SI,SI238,Soldering Iron,120V 70W,Checked Out,Out
SI,SI239,Soldering Iron,120V 70W,Checked Out,Out
SI,SI240,Soldering Iron,120V 70W,Checked Out,Out
SI,SI241,Soldering Iron,120V 70W,Available,Primary
SI,SI242,Soldering Iron,120V 70W,Checked Out,Out
SI,SI243,Soldering Iron,120V 70W,Available,Primary
SI,SI244,Soldering Iron,120V 70W,Available,Secondary
SI,SI245,Soldering Iron,120V 70W,Checked Out,Out
SI,SI246,Soldering Iron,120V 70W,Checked Out,Out
SI,SI247,Soldering Iron,120V 70W,Checked Out,Out
SI,SI248,Soldering Iron,120V 70W,Available,Secondary
SI,SI249,Soldering Iron,120V 70W,Available,Primary
SI,SI250,Soldering Iron,120V 70W,Available,Primary
SI,SI251,Soldering Iron,120V 70W,Checked Out,Out
SI,SI252,Soldering Iron,120V 70W,Checked Out,Out
SI,SI253,Soldering Iron,120V 70W,Available,Primary
SI,SI254,Soldering Iron,120V 70W,Checked Out,Out
SI,SI255,Soldering Iron,120V 70W,Checked Out,Out
SI,SI256,Soldering Iron,120V 70W,Available,Primary
SI,SI257,Soldering Iron,120V 70W,Available,Primary
SI,SI258,Soldering Iron,120V 70W,Available,Primary
SI,SI259,Soldering Iron,120V 70W,Available,Primary
SI,SI260,Soldering Iron,120V 70W,Available,Primary
SI,SI261,Soldering Iron,120V 70W,Checked Out,Out
SI,SI262,Soldering Iron,120V 70W,Available,Primary
SI,SI263,Soldering Iron,120V 70W,Checked Out,Out
SI,SI264,Soldering Iron,120V 70W,Checked Out,Out
SI,SI265,Soldering Iron,120V 70W,Checked Out,Out
SI,SI266,Soldering Iron,120V 70W,Checked Out,Out
SI,SI267,Soldering Iron,120V 70W,Available,Secondary
SI,SI268,Soldering Iron,120V 70W,Checked Out,Out
SI,SI269,Soldering Iron,120V 70W,Available,Primary
SI,SI270,Soldering Iron,120V 70W,Available,Secondary
SI,SI271,Soldering Iron,120V 70W,Available,Secondary
SI,SI272,Soldering Iron,120V 70W,Available,Secondary
SI,SI273,Soldering Iron,120V 70W,Available,Secondary
SI,SI274,Soldering Iron,120V 70W,Checked Out,Out
SI,SI275,Soldering Iron,120V 70W,Available,Secondary
SI,SI276,Soldering Iron,120V 70W,Available,Primary
SI,SI277,Soldering Iron,120V 70W,Checked Out,Out
SI,SI278,Soldering Iron,120V 70W,Available,Primary
SI,SI279,Soldering Iron,120V 70W,Checked Out,Out
SI,SI280,Soldering Iron,120V 70W,Available,Primary
SI,SI281,Soldering Iron,120V 70W,Available,Secondary
SI,SI282,Soldering Iron,120V 70W,Available,Secondary
SI,SI283,Soldering Iron,120V 70W,Available,Primary
SI,SI284,Soldering Iron,120V 70W,Checked Out,Out
SI,SI285,Soldering Iron,120V 70W,Available,Primary
SI,SI286,Soldering Iron,120V 70W,Available,Secondary
SI,SI287,Soldering Iron,120V 70W,Checked Out,Out
SI,SI288,Soldering Iron,120V 70W,Checked Out,Out
SI,SI289,Soldering Iron,120V 70W,Available,Primary
SI,SI290,Soldering Iron,120V 70W,Available,Primary
SI,SI291,Soldering Iron,120V 70W,Checked Out,Out
SI,SI292,Soldering Iron,120V 70W,Available,Primary
SI,SI293,Soldering Iron,120V 70W,Checked Out,Out
SI,SI294,Soldering Iron,120V 70W,Checked Out,Out
SI,SI295,Soldering Iron,120V 70W,Available,Primary
SI,SI296,Soldering Iron,120V 70W,Checked Out,Out
SI,SI297,Soldering Iron,120V 70W,Checked Out,Out
SI,SI298,Soldering Iron,120V 70W,Available,Primary
SI,SI299,Soldering Iron,120V 70W,Available,Primary
SI,SI300,Soldering Iron,120V 70W,Checked Out,Out
SI,SI301,Soldering Iron,120V 70W,Checked Out,Out
SI,SI302,Soldering Iron,120V 70W,Checked Out,Out
SI,SI303,Soldering Iron,120V 70W,Available,Primary
SI,SI304,Soldering Iron,120V 70W,Available,Secondary
SI,SI305,Soldering Iron,120V 70W,Checked Out,Out
SI,SI306,Soldering Iron,120V 70W,Available,Secondary
SI,SI307,Soldering Iron,120V 70W,Checked Out,Out
SI,SI308,Soldering Iron,120V 70W,Available,Secondary
SI,SI309,Soldering Iron,120V 70W,Checked Out,Out
SI,SI310,Soldering Iron,120V 70W,Checked Out,Out
SI,SI311,Soldering Iron,120V 70W,Available,Primary
SI,SI312,Soldering Iron,120V 70W,Available,Secondary
SI,SI313,Soldering Iron,120V 70W,Checked Out,Out
SI,SI314,Soldering Iron,120V 70W,Checked Out,Out
SI,SI315,Soldering Iron,120V 70W,Available,Secondary
SI,SI316,Soldering Iron,120V 70W,Available,Primary
SI,SI317,Soldering Iron,120V 70W,Available,Secondary
SI,SI318,Soldering Iron,120V 70W,Checked Out,Out
SI,SI319,Soldering Iron,120V 70W,Available,Primary
SI,SI320,Soldering Iron,120V 70W,Checked Out,Out
SI,SI321,Soldering Iron,120V 70W,Available,Secondary
SI,SI322,Soldering Iron,120V 70W,Available,Primary
SI,SI323,Soldering Iron,120V 70W,Checked Out,Out
SI,SI324,Soldering Iron,120V 70W,Checked Out,Out
SI,SI325,Soldering Iron,120V 70W,Available,Primary
SI,SI326,Soldering Iron,120V 70W,Checked Out,Out
SI,SI327,Soldering Iron,120V 70W,Available,Primary
SI,SI328,Soldering Iron,120V 70W,Available,Primary
SI,SI329,Soldering Iron,120V 70W,Available,Primary
SI,SI330,Soldering Iron,120V 70W,Available,Secondary
SI,SI331,Soldering Iron,120V 70W,Available,Secondary
SI,SI332,Soldering Iron,120V 70W,Checked Out,Out
SI,SI333,Soldering Iron,120V 70W,Available,Primary
SI,SI334,Soldering Iron,120V 70W,Available,Primary
SI,SI335,Soldering Iron,120V 70W,Checked Out,Out
SI,SI336,Soldering Iron,120V 70W,Checked Out,Out
SI,SI337,Soldering Iron,120V 70W,Checked Out,Out
SI,SI338,Soldering Iron,120V 70W,Available,Secondary
SI,SI339,Soldering Iron,120V 70W,Checked Out,Out
SI,SI340,Soldering Iron,120V 70W,Checked Out,Out
SI,SI341,Soldering Iron,120V 70W,Available,Primary
SI,SI342,Soldering Iron,120V 70W,Checked Out,Out
SI,SI343,Soldering Iron,120V 70W,Available,Primary
SI,SI344,Soldering Iron,120V 70W,Available,Primary
SI,SI345,Soldering Iron,120V 70W,Available,Secondary
SI,SI346,Soldering Iron,120V 70W,Checked Out,Out
SI,SI347,Soldering Iron,120V 70W,Available,Primary
SI,SI348,Soldering Iron,120V 70W,Checked Out,Out
SI,SI349,Soldering Iron,120V 70W,Available,Primary
SI,SI350,Soldering Iron,120V 70W,Available,Secondary
SI,SI351,Soldering Iron,120V 70W,Checked Out,Out
SI,SI352,Soldering Iron,120V 70W,Checked Out,Out
SI,SI353,Soldering Iron,120V 70W,Available,Secondary
SI,SI354,Soldering Iron,120V 70W,Checked Out,Out
SI,SI355,Soldering Iron,120V 70W,Checked Out,Out
SI,SI356,Soldering Iron,120V 70W,Checked Out,Out
SI,SI357,Soldering Iron,120V 70W,Checked Out,Out
SI,SI358,Soldering Iron,120V 70W,Available,Primary
SI,SI359,Soldering Iron,120V 70W,Checked Out,Out
SI,SI360,Soldering Iron,120V 70W,Available,Secondary
SI,SI361,Soldering Iron,120V 70W,Checked Out,Out
SI,SI362,Soldering Iron,120V 70W,Available,Secondary
SI,SI363,Soldering Iron,120V 70W,Available,Primary
SI,SI364,Soldering Iron,120V 70W,Checked Out,Out
SI,SI365,Soldering Iron,120V 70W,Checked Out,Out
SI,SI366,Soldering Iron,120V 70W,Checked Out,Out
SI,SI367,Soldering Iron,120V 70W,Checked Out,Out
SI,SI368,Soldering Iron,120V 70W,Checked Out,Out
SI,SI369,Soldering Iron,120V 70W,Available,Secondary
SI,SI370,Soldering Iron,120V 70W,Available,Secondary
SI,SI371,Soldering Iron,120V 70W,Checked Out,Out
SI,SI372,Soldering Iron,120V 70W,Available,Secondary
SI,SI373,Soldering Iron,120V 70W,Checked Out,Out
SI,SI374,Soldering Iron,120V 70W,Available,Primary
SI,SI375,Soldering Iron,120V 70W,Checked Out,Out
SI,SI376,Soldering Iron,120V 70W,Available,Primary
SI,SI377,Soldering Iron,120V 70W,Checked Out,Out
SI,SI378,Soldering Iron,120V 70W,Checked Out,Out
SI,SI379,Soldering Iron,120V 70W,Checked Out,Out
SI,SI380,Soldering Iron,120V 70W,Available,Primary
SI,SI381,Soldering Iron,120V 70W,Available,Primary
SI,SI382,Soldering Iron,120V 70W,Available,Primary
SI,SI383,Soldering Iron,120V 70W,Available,Secondary
SI,SI384,Soldering Iron,120V 70W,Available,Secondary
SI,SI385,Soldering Iron,120V 70W,Available,Secondary
SI,SI386,Soldering Iron,120V 70W,Checked Out,Out
SI,SI387,Soldering Iron,120V 70W,Checked Out,Out
SI,SI388,Soldering Iron,120V 70W,Checked Out,Out
SI,SI389,Soldering Iron,120V 70W,Checked Out,Out
SI,SI390,Soldering Iron,120V 70W,Checked Out,Out
SI,SI391,Soldering Iron,120V 70W,Checked Out,Out
SI,SI392,Soldering Iron,120V 70W,Available,Secondary
SI,SI393,Soldering Iron,120V 70W,Checked Out,Out
SI,SI394,Soldering Iron,120V 70W,Available,Primary
SI,SI395,Soldering Iron,120V 70W,Checked Out,Out
SI,SI396,Soldering Iron,120V 70W,Checked Out,Out
SI,SI397,Soldering Iron,120V 70W,Checked Out,Out
SI,SI398,Soldering Iron,120V 70W,Checked Out,Out
SI,SI399,Soldering Iron,120V 70W,Checked Out,Out
SI,SI400,Soldering Iron,120V 70W,Available,Secondary
SI,SI401,Soldering Iron,120V 70W,Checked Out,Out
SI,SI402,Soldering Iron,120V 70W,Checked Out,Out
SI,SI403,Soldering Iron,120V 70W,Checked Out,Out
SI,SI404,Soldering Iron,120V 70W,Available,Primary
SI,SI405,Soldering Iron,120V 70W,Available,Primary
SI,SI406,Soldering Iron,120V 70W,Checked Out,Out
SI,SI407,Soldering Iron,120V 70W,Checked Out,Out
SI,SI408,Soldering Iron,120V 70W,Checked Out,Out
SI,SI409,Soldering Iron,120V 70W,Available,Primary
SI,SI410,Soldering Iron,120V 70W,Checked Out,Out
SI,SI411,Soldering Iron,120V 70W,Checked Out,Out
SI,SI412,Soldering Iron,120V 70W,Available,Primary
SI,SI413,Soldering Iron,120V 70W,Available,Secondary
SI,SI414,Soldering Iron,120V 70W,Available,Secondary
SI,SI415,Soldering Iron,120V 70W,Available,Secondary
SI,SI416,Soldering Iron,120V 70W,Checked Out,Out
SI,SI417,Soldering Iron,120V 70W,Checked Out,Out
SI,SI418,Soldering Iron,120V 70W,Checked Out,Out
SI,SI419,Soldering Iron,120V 70W,Checked Out,Out
SI,SI420,Soldering Iron,120V 70W,Checked Out,Out
SI,SI421,Soldering Iron,120V 70W,Checked Out,Out
SI,SI422,Soldering Iron,120V 70W,Checked Out,Out
SI,SI423,Soldering Iron,120V 70W,Checked Out,Out
SI,SI424,Soldering Iron,120V 70W,Checked Out,Out
SI,SI425,Soldering Iron,120V 70W,Available,Secondary
SI,SI426,Soldering Iron,120V 70W,Available,Primary
SI,SI427,Soldering Iron,120V 70W,Available,Secondary
SI,SI428,Soldering Iron,120V 70W,Checked Out,Out
SI,SI429,Soldering Iron,120V 70W,Checked Out,Out
SI,SI430,Soldering Iron,120V 70W,Checked Out,Out
SI,SI431,Soldering Iron,120V 70W,Available,Secondary
SI,SI432,Soldering Iron,120V 70W,Available,Primary
SI,SI433,Soldering Iron,120V 70W,Checked Out,Out
SI,SI434,Soldering Iron,120V 70W,Checked Out,Out
SI,SI435,Soldering Iron,120V 70W,Checked Out,Out
SI,SI436,Soldering Iron,120V 70W,Available,Primary
SI,SI437,Soldering Iron,120V 70W,Checked Out,Out
SI,SI438,Soldering Iron,120V 70W,Checked Out,Out
SI,SI439,Soldering Iron,120V 70W,Checked Out,Out
SI,SI440,Soldering Iron,120V 70W,Checked Out,Out
SI,SI441,Soldering Iron,120V 70W,Available,Secondary
SI,SI442,Soldering Iron,120V 70W,Checked Out,Out
SI,SI443,Soldering Iron,120V 70W,Available,Primary
SI,SI444,Soldering Iron,120V 70W,Available,Primary
SI,SI445,Soldering Iron,120V 70W,Checked Out,Out
SI,SI446,Soldering Iron,120V 70W,Checked Out,Out
SI,SI447,Soldering Iron,120V 70W,Checked Out,Out
SI,SI448,Soldering Iron,120V 70W,Checked Out,Out
SI,SI449,Soldering Iron,120V 70W,Checked Out,Out
SI,SI450,Soldering Iron,120V 70W,Checked Out,Out
SI,SI451,Soldering Iron,120V 70W,Checked Out,Out
SI,SI452,Soldering Iron,120V 70W,Available,Primary
SI,SI453,Soldering Iron,120V 70W,Available,Secondary
SI,SI454,Soldering Iron,120V 70W,Checked Out,Out
SI,SI455,Soldering Iron,120V 70W,Checked Out,Out
SI,SI456,Soldering Iron,120V 70W,Available,Secondary
SI,SI457,Soldering Iron,120V 70W,Available,Secondary
SI,SI458,Soldering Iron,120V 70W,Available,Primary
SI,SI459,Soldering Iron,120V 70W,Available,Primary
SI,SI460,Soldering Iron,120V 70W,Checked Out,Out
SI,SI461,Soldering Iron,120V 70W,Checked Out,Out
SI,SI462,Soldering Iron,120V 70W,Checked Out,Out
SI,SI463,Soldering Iron,120V 70W,Checked Out,Out
SI,SI464,Soldering Iron,120V 70W,Available,Primary
SI,SI465,Soldering Iron,120V 70W,Available,Secondary
SI,SI466,Soldering Iron,120V 70W,Checked Out,Out
SI,SI467,Soldering Iron,120V 70W,Checked Out,Out
SI,SI468,Soldering Iron,120V 70W,Available,Secondary
SI,SI469,Soldering Iron,120V 70W,Checked Out,Out
SI,SI470,Soldering Iron,120V 70W,Checked Out,Out
SI,SI471,Soldering Iron,120V 70W,Checked Out,Out
SI,SI472,Soldering Iron,120V 70W,Available,Secondary
SI,SI473,Soldering Iron,120V 70W,Checked Out,Out
SI,SI474,Soldering Iron,120V 70W,Available,Primary
SI,SI475,Soldering Iron,120V 70W,Checked Out,Out
SI,SI476,Soldering Iron,120V 70W,Available,Primary
SI,SI477,Soldering Iron,120V 70W,Checked Out,Out
SI,SI478,Soldering Iron,120V 70W,Checked Out,Out
SI,SI479,Soldering Iron,120V 70W,Available,Primary
SI,SI480,Soldering Iron,120V 70W,Available,Secondary
SI,SI481,Soldering Iron,120V 70W,Available,Secondary
SI,SI482,Soldering Iron,120V 70W,Checked Out,Out
SI,SI483,Soldering Iron,120V 70W,Available,Secondary
SI,SI484,Soldering Iron,120V 70W,Available,Secondary
SI,SI485,Soldering Iron,120V 70W,Available,Secondary
SI,SI486,Soldering Iron,120V 70W,Checked Out,Out
SI,SI487,Soldering Iron,120V 70W,Checked Out,Out
SI,SI488,Soldering Iron,120V 70W,Checked Out,Out
SI,SI489,Soldering Iron,120V 70W,Checked Out,Out
SI,SI490,Soldering Iron,120V 70W,Checked Out,Out
SI,SI491,Soldering Iron,120V 70W,Available,Secondary
SI,SI492,Soldering Iron,120V 70W,Available,Primary
SI,SI493,Soldering Iron,120V 70W,Available,Primary
SI,SI494,Soldering Iron,120V 70W,Checked Out,Out
SI,SI495,Soldering Iron,120V 70W,Available,Secondary
SI,SI496,Soldering Iron,120V 70W,Checked Out,Out
SI,SI497,Soldering Iron,120V 70W,Checked Out,Out
SI,SI498,Soldering Iron,120V 70W,Checked Out,Out
SI,SI499,Soldering Iron,120V 70W,Available,Secondary
SI,SI500,Soldering Iron,120V 70W,Available,Secondary
MTM,MTM001,Multimeter,Fluke,Available,Primary
,MTM002,Multimeter,Fluke,Checked Out,Out
,MTM003,Multimeter,Fluke,Available,Primary
,MTM004,Multimeter,Fluke,Available,Secondary
,MTM005,Multimeter,Fluke,Checked Out,Out
,MTM006,Multimeter,Fluke,Available,Secondary
,MTM007,Multimeter,Fluke,Available,Secondary
,MTM008,Multimeter,Fluke,Available,Primary
,MTM009,Multimeter,Fluke,Available,Primary
,MTM010,Multimeter,Fluke,Checked Out,Out
,MTM011,Multimeter,Fluke,Available,Primary
,MTM012,Multimeter,Fluke,Checked Out,Out
,MTM013,Multimeter,Fluke,Checked Out,Out
,MTM014,Multimeter,Fluke,Available,Primary
,MTM015,Multimeter,Fluke,Available,Primary
,MTM016,Multimeter,Fluke,Available,Secondary
,MTM017,Multimeter,Fluke,Checked Out,Out
,MTM018,Multimeter,Fluke,Checked Out,Out
,MTM019,Multimeter,Fluke,Checked Out,Out
,MTM020,Multimeter,Fluke,Checked Out,Out
,MTM021,Multimeter,Fluke,Available,Secondary
,MTM022,Multimeter,Fluke,Available,Primary
,MTM023,Multimeter,Fluke,Available,Secondary
,MTM024,Multimeter,Fluke,Checked Out,Out
,MTM025,Multimeter,Fluke,Checked Out,Out
,MTM026,Multimeter,Fluke,Available,Secondary
,MTM027,Multimeter,Fluke,Available,Primary
,MTM028,Multimeter,Fluke,Checked Out,Out
,MTM029,Multimeter,Fluke,Available,Primary
,MTM030,Multimeter,Fluke,Available,Primary
,MTM031,Multimeter,Fluke,Available,Primary
,MTM032,Multimeter,Fluke,Available,Primary
,MTM033,Multimeter,Fluke,Checked Out,Out
,MTM034,Multimeter,Fluke,Available,Primary
,MTM035,Multimeter,Fluke,Available,Primary
,MTM036,Multimeter,Fluke,Available,Secondary
,MTM037,Multimeter,Fluke,Checked Out,Out
,MTM038,Multimeter,Fluke,Available,Secondary
,MTM039,Multimeter,Fluke,Checked Out,Out
,MTM040,Multimeter,Fluke,Checked Out,Out
,MTM041,Multimeter,Fluke,Available,Primary
